Time,
2016-02-04 00:00:00 UTC,0.084144217
2016-02-05 00:00:00 UTC,0.116061634
2016-02-06 00:00:00 UTC,0.212061484
2016-02-07 00:00:00 UTC,0.138755219
2016-02-08 00:00:00 UTC,0.130293777
2016-02-09 00:00:00 UTC,0.16621056
2016-02-10 00:00:00 UTC,0.109704065
2016-02-11 00:00:00 UTC,0.156517917
2016-02-12 00:00:00 UTC,0.14563621
2016-02-13 00:00:00 UTC,0.105859071
2016-02-14 00:00:00 UTC,0.141937805
2016-02-15 00:00:00 UTC,0.169800378
2016-02-16 00:00:00 UTC,0.167052443
2016-02-17 00:00:00 UTC,0.129707616
2016-02-18 00:00:00 UTC,0.129547855
2016-02-19 00:00:00 UTC,0.155518122
2016-02-20 00:00:00 UTC,0.115014251
2016-02-21 00:00:00 UTC,0.223899957
2016-02-22 00:00:00 UTC,0.210212585
2016-02-23 00:00:00 UTC,0.166576314
2016-02-24 00:00:00 UTC,0.167975867
2016-02-25 00:00:00 UTC,0.159846968
2016-02-26 00:00:00 UTC,0.148202366
2016-02-27 00:00:00 UTC,0.13920264
2016-02-28 00:00:00 UTC,0.171464434
2016-02-29 00:00:00 UTC,0.157572737
2016-03-01 00:00:00 UTC,0.235115405
2016-03-02 00:00:00 UTC,0.146519478
2016-03-03 00:00:00 UTC,0.118158505
2016-03-04 00:00:00 UTC,0.092678186
2016-03-05 00:00:00 UTC,0.160514978
2016-03-06 00:00:00 UTC,0.168938436
2016-03-07 00:00:00 UTC,0.134366382
2016-03-08 00:00:00 UTC,0.112119628
2016-03-09 00:00:00 UTC,0.118524492
2016-03-10 00:00:00 UTC,0.110586371
2016-03-14 00:00:00 UTC,0.165547558
2016-03-15 00:00:00 UTC,0.048100048
2016-03-16 00:00:00 UTC,0.23129303
2016-03-21 00:00:00 UTC,0.268948655
2016-03-28 00:00:00 UTC,0.184986458
2016-03-29 00:00:00 UTC,0.149409402
2016-03-30 00:00:00 UTC,0.134823967
2016-03-31 00:00:00 UTC,0.13180373
2016-04-01 00:00:00 UTC,0.117517553
2016-04-02 00:00:00 UTC,0.140754004
2016-04-03 00:00:00 UTC,0.121797953
2016-04-04 00:00:00 UTC,0.139561406
2016-04-05 00:00:00 UTC,0.106590868
2016-04-06 00:00:00 UTC,0.101109824
2016-04-07 00:00:00 UTC,0.094582678
2016-04-08 00:00:00 UTC,0.085980435
2016-04-09 00:00:00 UTC,0.117376896
2016-04-10 00:00:00 UTC,0.078782798
2016-04-11 00:00:00 UTC,0.085986489
2016-04-12 00:00:00 UTC,0.082854898
2016-04-13 00:00:00 UTC,0.092604455
2016-04-14 00:00:00 UTC,0.113297554
2016-04-15 00:00:00 UTC,0.105740192
2016-04-16 00:00:00 UTC,0.158615298
2016-04-17 00:00:00 UTC,0.169775238
2016-04-18 00:00:00 UTC,0.159171578
2016-04-19 00:00:00 UTC,0.143718282
2016-04-20 00:00:00 UTC,0.112747589
2016-04-21 00:00:00 UTC,0.119706819
2016-04-22 00:00:00 UTC,0.091876956
2016-04-23 00:00:00 UTC,0.128754483
2016-04-24 00:00:00 UTC,0.156608746
2016-04-25 00:00:00 UTC,0.140407607
2016-04-26 00:00:00 UTC,0.150178428
2016-04-27 00:00:00 UTC,0.118061753
2016-04-28 00:00:00 UTC,0.132691546
2016-04-29 00:00:00 UTC,0.129359182
2016-04-30 00:00:00 UTC,0.1927609
2016-05-01 00:00:00 UTC,0.157306524
2016-05-02 00:00:00 UTC,0.176225143
2016-05-03 00:00:00 UTC,0.147596499
2016-05-04 00:00:00 UTC,0.131155468
2016-05-05 00:00:00 UTC,0.122785883
2016-05-06 00:00:00 UTC,0.122767767
2016-05-07 00:00:00 UTC,0.146278509
2016-05-08 00:00:00 UTC,0.128197397
2016-05-09 00:00:00 UTC,0.127372446
2016-05-10 00:00:00 UTC,0.132959445
2016-05-11 00:00:00 UTC,0.104463402
2016-05-12 00:00:00 UTC,0.103369689
2016-05-13 00:00:00 UTC,0.122271654
2016-05-14 00:00:00 UTC,0.139760738
2016-05-15 00:00:00 UTC,0.095810034
2016-05-16 00:00:00 UTC,0.115534949
2016-05-17 00:00:00 UTC,0.115803412
2016-05-18 00:00:00 UTC,0.121809135
2016-05-19 00:00:00 UTC,0.112158031
2016-05-20 00:00:00 UTC,0.128357939
2016-05-21 00:00:00 UTC,0.117592924
2016-05-22 00:00:00 UTC,0.144615759
2016-05-23 00:00:00 UTC,0.127843454
2016-05-24 00:00:00 UTC,0.085746943
2016-05-25 00:00:00 UTC,0.10181449
2016-05-26 00:00:00 UTC,0.105725818
2016-05-27 00:00:00 UTC,0.216826034
2016-05-28 00:00:00 UTC,0.316589273
2016-05-29 00:00:00 UTC,0.374022943
